codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
46747;PTGRR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1971;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA;0
46746;PTUMV;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2001;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0
46735;PRCRM;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2495;6;1998;BRASIL;BRASIL;ESTÂNCIA SANTA RITA;PORTO JOFRE;POUSO;PRIVADA;SUBSTANCIAL;0
46734;PRIJU;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;1;MONOMOTOR;622;2;2011;BRASIL;BRASIL;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0
46723;PTBKU;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;1;MONOMOTOR;726;2;1969;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
46722;PREJM;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;1985;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;NENHUM;0
46721;PRVBY;AVIÃO;BOEING COMPANY;737-73A;B737;JATO;2;BIMOTOR;70080;153;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
46720;PRRLJ;AVIÃO;BOEING COMPANY;727-214F;B722;JATO;3;TRIMOTOR;88360;7;1978;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
46719;PRGTZ;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;2;BIMOTOR;70533;197;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
46718;PRAYH;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46717;PRRRM;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;1;MONOMOTOR;1724;6;1975;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
46716;PRATE;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
46715;PTBKU;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;1;MONOMOTOR;726;2;1969;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
46714;PPLCP;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;2;BIMOTOR;2155;6;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
46713;PTRQI;AVIÃO;NEIVA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;7;1982;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
46712;PTVKO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;1;MONOMOTOR;1633;7;1989;BRASIL;BRASIL;BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA;AMBRÓSIO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
46710;PUZFL;ULTRALEVE;***;FLOPES;ULAC;PISTÃO;1;MONOMOTOR;477;2;2003;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;1
46708;PTUNF;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2002;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
46707;PRAXG;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2012;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
46706;PTHAX;HELICÓPTERO;ROBINSON HELICOPTER;R22;R22;PISTÃO;1;MONOMOTOR;590;2;1994;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
46705;PTRFJ;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;7;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46704;PTIMJ;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;1;MONOMOTOR;1338;4;1973;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;DESTRUÍDA;0
46703;PRRIG;AVIÃO;CESSNA AIRCRAFT;150M;C150;PISTÃO;1;MONOMOTOR;726;2;1976;BRASIL;BRASIL;SÃO JOÃO DEL REI;OLIVEIRA;VOO A BAIXA ALTURA;PRIVADA;SUBSTANCIAL;0
46702;PTYSW;HELICÓPTERO;EUROCOPTER;AS 350 BA;AS50;TURBOEIXO;1;MONOMOTOR;2100;6;1994;BRASIL;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;POUSO;PRIVADA;SUBSTANCIAL;0
46701;PRGUE;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;193;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
46699;PRMEU;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;EC 135P2+;EC35;TURBOEIXO;2;BIMOTOR;2910;8;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
46698;PRBGB;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
46696;PRJAR;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;2;BIMOTOR;12020;21;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
46695;PRWTR;AVIÃO;ISRAEL AIRCRAFT;GULFSTREAM 200;GALX;JATO;2;BIMOTOR;16080;12;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;PRIVADA;NENHUM;0
46694;PUPIC;ULTRALEVE;DANIEL DO PRADO FERREIRA PINTO;BRAVO 700;ULAC;PISTÃO;1;MONOMOTOR;550;2;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;EXPERIMENTAL;NENHUM;0
46693;PRLRR;AVIÃO;LEARJET;31;LJ31;JATO;2;BIMOTOR;7031;10;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
46692;PRSED;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;2;BIMOTOR;5307;14;2003;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;LEVE;0
46691;PRDBD;AVIÃO;HAWKER BEECHCRAFT;HAWKER 900XP;H25B;JATO;2;BIMOTOR;12701;10;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;LEVE;0
46689;PTBKU;AVIÃO;CESSNA AIRCRAFT;150J;C150;PISTÃO;1;MONOMOTOR;726;2;1969;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;NENHUM;0
46688;PTWQQ;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;1;MONOMOTOR;757;2;1982;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
46687;PPGCN;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1991;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;LEVE;0
46686;PTCSY;AVIÃO;PIPER AIRCRAFT;PA-30;PA30;PISTÃO;2;BIMOTOR;1633;4;1968;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
46685;PRINA;AVIÃO;CESSNA AIRCRAFT;150L;C150;PISTÃO;1;MONOMOTOR;726;2;1972;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0
46684;PUNHP;ULTRALEVE;LABORTEC ENGENHARIA LTDA;PARADISE P-1;ULAC;PISTÃO;1;MONOMOTOR;750;2;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;NENHUM;0
46683;PUAKV;ULTRALEVE;***;PARADISE I;ULAC;PISTÃO;1;MONOMOTOR;720;1;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;LEVE;0
46682;PTVMQ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;1;MONOMOTOR;1633;7;1991;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;LEVE;0
46681;PRCRF;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;11;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM;0
46680;PTEHX;AVIÃO;NEIVA;EMB-721C;P32R;PISTÃO;1;MONOMOTOR;1633;6;1976;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
46679;PTVJN;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2073;6;1989;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;PRIVADA;LEVE;0
46677;PRMAV;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;2;BIMOTOR;77000;166;2005;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
46676;PRMHM;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46675;PRPDC;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2012;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46674;PPPJD;AVIÃO;EMBRAER;ERJ 170-200 LR;E170;JATO;2;BIMOTOR;38790;92;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
46673;PPPJI;AVIÃO;EMBRAER;ERJ 170-200 LR;E170;JATO;2;BIMOTOR;38790;92;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
46672;PRTTM;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-42-500;AT45;TURBOÉLICE;2;BIMOTOR;18600;52;1997;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
46671;N953AR;AVIÃO;MCDONNELL DOUGLAS;MD11;***;JATO;3;TRIMOTOR;285990;0;1993;ESTADOS UNIDOS;ESTADOS UNIDOS;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;***;NENHUM;0
46655;N422LA;AVIÃO;BOEING COMPANY;767-346F;***;JATO;2;BIMOTOR;0;0;2007;ESTADOS UNIDOS;ESTADOS UNIDOS;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;***;NENHUM;0
46653;PRAYU;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;LEVE;0
46652;PRAYR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
46651;PRAZA;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;2;BIMOTOR;51800;112;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46650;PRAZA;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;2;BIMOTOR;51800;112;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0
46649;PRAZE;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;2;BIMOTOR;51800;113;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46648;PRAYS;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46647;PRAZF;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;2;BIMOTOR;51800;113;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
46640;PPPJU;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;JATO;2;BIMOTOR;50300;113;2012;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46639;PPWIN;AVIÃO;LEARJET;60;LJ60;JATO;2;BIMOTOR;10660;10;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;PRIVADA;LEVE;0
46638;PRTBL;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;2;BIMOTOR;6291;9;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
46633;PPZGV;AVIÃO;IVAN MOLCHAN;GV-2;ZZZZ;PISTÃO;1;MONOMOTOR;430;2;1985;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;SUBSTANCIAL;0
46630;PTBMG;AVIÃO;CESSNA AIRCRAFT;180D;C180;PISTÃO;1;MONOMOTOR;1202;4;1961;BRASIL;BRASIL;BATATAIS;FAZENDA MORRO VERMELHO;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
46629;PTOSN;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;2;BIMOTOR;4581;8;1990;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO AR;PRIVADA;LEVE;0
46628;PTRVH;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;7;1984;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
46627;PTYVA;HELICÓPTERO;ROBINSON HELICOPTER;R22;R22;PISTÃO;1;MONOMOTOR;590;2;1989;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0
46626;PTXXX1;HELICÓPTERO;HELIBRAS;***;***;TURBOEIXO;1;MONOMOTOR;0;NULL;0;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;LEVE;0
46625;PTYZD;HELICÓPTERO;BELL HELICOPTER;407;B407;TURBOEIXO;1;MONOMOTOR;2268;7;1999;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;NENHUM;0
46624;PROTG;AVIÃO;HAWKER BEECHCRAFT;B300;B350;TURBOÉLICE;2;BIMOTOR;6804;11;2006;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;NENHUM;0
46618;PPPLE;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2449;6;1978;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
46617;PPMRA;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;1;MONOMOTOR;2250;6;2000;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
46616;PTVOJ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1991;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
46615;PPGEZ;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1992;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;NENHUM;0
46614;PRAYV;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0
46613;PREXP;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;2;BIMOTOR;4717;7;2002;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;LEVE;0
46612;PUATM;ULTRALEVE;***;FASCINATION D4;ULAC;PISTÃO;1;MONOMOTOR;395;2;2001;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;EXPERIMENTAL;LEVE;0
46606;PRPDD;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22000;73;1998;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
46605;PRJPM;AVIÃO;PIPER AIRCRAFT;PA-46R-350T;PA46;PISTÃO;1;MONOMOTOR;1969;6;0;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
46604;PTRSP;AVIÃO;NEIVA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;7;1982;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
46603;PTVKZ;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1989;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
46602;PTRPG;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTÃO;1;MONOMOTOR;1315;4;1985;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
46601;N471EV;AVIÃO;BOEING COMPANY;747-273C;B742;JATO;4;QUADRIMOTOR;351534;0;1973;ESTADOS UNIDOS;ESTADOS UNIDOS;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;***;LEVE;0
46600;PPCIC;AVIÃO;CIRRUS;SR22;SR22;PISTÃO;1;MONOMOTOR;1542;4;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0
46599;PTNTY;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;1;MONOMOTOR;1157;4;1979;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUÇÃO;NENHUM;0
46598;PPGCN;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;3;1991;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
46597;PTKOZ;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;1;MONOMOTOR;1724;6;1974;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
46594;PPKBO;AVIÃO;XAVANTE;A-122-B;A122;PISTÃO;1;MONOMOTOR;840;2;1978;BRASIL;BRASIL;EMBAIXADOR WALTHER MOREIRA SALLES;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46593;PTZRC;AVIÃO;EDWARD CARDINALI;COMP AIR CA-7;ZZZZ;PISTÃO;1;MONOMOTOR;1885;2;2007;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
46592;PTWIS;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;7;1980;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0
46591;PRUTJ;HELICÓPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTÃO;1;MONOMOTOR;621;2;1994;BRASIL;BRASIL;JACAREPAGUÁ;JACAREPAGUÁ;MANOBRA;INSTRUÇÃO;DESTRUÍDA;2
46590;PPMEJ;HELICÓPTERO;ROBINSON HELICOPTER;R22;R22;PISTÃO;1;MONOMOTOR;590;2;2001;BRASIL;BRASIL;MARICÁ;MARICÁ;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46589;PUIRB;ULTRALEVE;***;RV-9A;ULAC;PISTÃO;1;MONOMOTOR;750;2;2009;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;LEVE;1
46588;PPZOE;AVIÃO;JULIO CESAR MANDELLI;EXCEL;ZZZZ;PISTÃO;1;MONOMOTOR;970;3;2010;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;EXPERIMENTAL;DESTRUÍDA;2
46587;PTWFO;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2449;6;1980;BRASIL;BRASIL;SÃO PEDRO;CAMPO GRANDE;CORRIDA APÓS POUSO;POLICIAL;SUBSTANCIAL;0
46586;PTGGB;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1975;BRASIL;BRASIL;FORA DE AERODROMO;URUAÇU;POUSO;AGRÍCOLA;SUBSTANCIAL;0
46585;PPHJQ;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PAUL;PISTÃO;1;MONOMOTOR;587;2;1947;BRASIL;BRASIL;AEROCLUBE DE BAGÉ;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46584;PTVUF;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;1;2011;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
46583;PTMFW;AVIÃO;PIPER AIRCRAFT;PA-31T2;PAY2;TURBOÉLICE;2;BIMOTOR;4297;7;1983;BRASIL;BRASIL;SÃO PEDRO;BACACHERI;APROXIMAÇÃO FINAL;TÁXI AÉREO;DESTRUÍDA;4
46582;PTVRV;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;2;BIMOTOR;2155;6;1995;BRASIL;BRASIL;CONFRESA;MARECHAL RONDON;CRUZEIRO;PRIVADA;DESTRUÍDA;4
46581;PPZBI;ULTRALEVE;***;EAGLE II;ULAC;PISTÃO;1;MONOMOTOR;525;2;1987;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;DESTRUÍDA;2
46577;PTKHC;AVIÃO;CESSNA AIRCRAFT;172M;C172;PISTÃO;1;MONOMOTOR;1043;4;1974;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
46576;PRTTK;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-42-500;AT45;TURBOÉLICE;2;BIMOTOR;18600;52;1996;BRASIL;BRASIL;USIMINAS;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DECOLAGEM;REGULAR;NENHUM;0
46575;PRWJD;AVIÃO;BOEING COMPANY;737-3Y0;B733;JATO;2;BIMOTOR;62282;156;1988;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
46574;PRWJD;AVIÃO;BOEING COMPANY;737-3Y0;B733;JATO;2;BIMOTOR;62282;156;1988;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
46573;PPGRU;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;1;MONOMOTOR;770;2;1993;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
46572;PPBPP;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;2;BIMOTOR;2155;6;2001;BRASIL;BRASIL;BACACHERI;JUVENAL LOUREIRO CARDOSO;POUSO;PRIVADA;SUBSTANCIAL;0
46571;PUDGM;ULTRALEVE;***;FOX VECTOR V6;ULAC;PISTÃO;1;MONOMOTOR;420;2;2008;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;EXPERIMENTAL;DESTRUÍDA;1
